feature,importance,fold
STD(previous_application.CHANNEL_TYPE_Regional / Local),10,3
STD(previous_application.CHANNEL_TYPE_Stone),34,3
STD(previous_application.NAME_SELLER_INDUSTRY_Auto technology),3,3
STD(previous_application.NAME_SELLER_INDUSTRY_Clothing),4,3
STD(previous_application.NAME_SELLER_INDUSTRY_Connectivity),23,3
STD(previous_application.NAME_SELLER_INDUSTRY_Construction),15,3
STD(previous_application.NAME_SELLER_INDUSTRY_Consumer electronics),33,3
STD(previous_application.NAME_SELLER_INDUSTRY_Furniture),6,3
STD(previous_application.NAME_SELLER_INDUSTRY_Industry),4,3
STD(previous_application.NAME_SELLER_INDUSTRY_Jewelry),1,3
STD(previous_application.NAME_SELLER_INDUSTRY_MLM partners),0,3
STD(previous_application.NAME_SELLER_INDUSTRY_Tourism),0,3
STD(previous_application.NAME_SELLER_INDUSTRY_nan),30,3
STD(previous_application.NAME_YIELD_GROUP_high),87,3
STD(previous_application.NAME_YIELD_GROUP_low_action),23,3
STD(previous_application.NAME_YIELD_GROUP_low_normal),48,3
STD(previous_application.NAME_YIELD_GROUP_middle),60,3
STD(previous_application.NAME_YIELD_GROUP_nan),23,3
STD(previous_application.PRODUCT_COMBINATION_Card Street),14,3
STD(previous_application.PRODUCT_COMBINATION_Card X-Sell),8,3
STD(previous_application.PRODUCT_COMBINATION_Cash),17,3
STD(previous_application.PRODUCT_COMBINATION_Cash Street: high),25,3
STD(previous_application.PRODUCT_COMBINATION_Cash Street: low),60,3
STD(previous_application.PRODUCT_COMBINATION_Cash Street: middle),13,3
STD(previous_application.PRODUCT_COMBINATION_Cash X-Sell: high),49,3
STD(previous_application.PRODUCT_COMBINATION_Cash X-Sell: low),74,3
STD(previous_application.PRODUCT_COMBINATION_Cash X-Sell: middle),36,3
STD(previous_application.PRODUCT_COMBINATION_POS household with interest),20,3
STD(previous_application.PRODUCT_COMBINATION_POS household without interest),12,3
STD(previous_application.PRODUCT_COMBINATION_POS industry with interest),16,3
STD(previous_application.PRODUCT_COMBINATION_POS industry without interest),5,3
STD(previous_application.PRODUCT_COMBINATION_POS mobile with interest),14,3
STD(previous_application.PRODUCT_COMBINATION_POS mobile without interest),5,3
STD(previous_application.PRODUCT_COMBINATION_POS other with interest),9,3
STD(previous_application.PRODUCT_COMBINATION_POS others without interest),0,3
STD(previous_application.PRODUCT_COMBINATION_nan),0,3
MAX(previous_application.AMT_ANNUITY),75,3
MAX(previous_application.AMT_APPLICATION),23,3
MAX(previous_application.AMT_CREDIT),40,3
MAX(previous_application.AMT_DOWN_PAYMENT),102,3
MAX(previous_application.AMT_GOODS_PRICE),16,3
MAX(previous_application.HOUR_APPR_PROCESS_START),68,3
MAX(previous_application.NFLAG_LAST_APPL_IN_DAY),0,3
MAX(previous_application.RATE_DOWN_PAYMENT),55,3
MAX(previous_application.RATE_INTEREST_PRIMARY),0,3
MAX(previous_application.RATE_INTEREST_PRIVILEGED),1,3
MAX(previous_application.DAYS_DECISION),106,3
MAX(previous_application.SELLERPLACE_AREA),100,3
MAX(previous_application.CNT_PAYMENT),31,3
MAX(previous_application.DAYS_FIRST_DRAWING),54,3
MAX(previous_application.DAYS_FIRST_DUE),146,3
MAX(previous_application.DAYS_LAST_DUE_1ST_VERSION),271,3
MAX(previous_application.DAYS_LAST_DUE),236,3
MAX(previous_application.DAYS_TERMINATION),116,3
MAX(previous_application.NFLAG_INSURED_ON_APPROVAL),0,3
MAX(previous_application.NEW_AMT_APPLICATION_DIVIDE_AMT_CREDIT),125,3
MAX(previous_application.NEW_AMT_DOWN_PAYMENT_DIVIDE_AMT_CREDIT),29,3
MAX(previous_application.POS_MONTHS_BALANCE_SIZE),17,3
MAX(previous_application.CREDIT_MONTHS_BALANCE_SIZE),6,3
MAX(previous_application.NAME_CONTRACT_TYPE_Cash loans),0,3
MAX(previous_application.NAME_CONTRACT_TYPE_Consumer loans),0,3
MAX(previous_application.NAME_CONTRACT_TYPE_Revolving loans),0,3
MAX(previous_application.NAME_CONTRACT_TYPE_nan),0,3
MAX(previous_application.WEEKDAY_APPR_PROCESS_START_FRIDAY),1,3
MAX(previous_application.WEEKDAY_APPR_PROCESS_START_MONDAY),1,3
MAX(previous_application.WEEKDAY_APPR_PROCESS_START_SATURDAY),0,3
MAX(previous_application.WEEKDAY_APPR_PROCESS_START_SUNDAY),0,3
MAX(previous_application.WEEKDAY_APPR_PROCESS_START_THURSDAY),0,3
MAX(previous_application.WEEKDAY_APPR_PROCESS_START_TUESDAY),1,3
MAX(previous_application.WEEKDAY_APPR_PROCESS_START_WEDNESDAY),0,3
MAX(previous_application.FLAG_LAST_APPL_PER_CONTRACT_N),0,3
MAX(previous_application.NAME_CASH_LOAN_PURPOSE_Building a house or an annex),0,3
MAX(previous_application.NAME_CASH_LOAN_PURPOSE_Business development),0,3
MAX(previous_application.NAME_CASH_LOAN_PURPOSE_Buying a garage),0,3
MAX(previous_application.NAME_CASH_LOAN_PURPOSE_Buying a holiday home / land),0,3
MAX(previous_application.NAME_CASH_LOAN_PURPOSE_Buying a home),0,3
MAX(previous_application.NAME_CASH_LOAN_PURPOSE_Buying a new car),0,3
MAX(previous_application.NAME_CASH_LOAN_PURPOSE_Buying a used car),0,3
MAX(previous_application.NAME_CASH_LOAN_PURPOSE_Car repairs),0,3
MAX(previous_application.NAME_CASH_LOAN_PURPOSE_Education),0,3
MAX(previous_application.NAME_CASH_LOAN_PURPOSE_Everyday expenses),0,3
MAX(previous_application.NAME_CASH_LOAN_PURPOSE_Furniture),0,3
MAX(previous_application.NAME_CASH_LOAN_PURPOSE_Gasification / water supply),0,3
MAX(previous_application.NAME_CASH_LOAN_PURPOSE_Hobby),0,3
MAX(previous_application.NAME_CASH_LOAN_PURPOSE_Journey),0,3
MAX(previous_application.NAME_CASH_LOAN_PURPOSE_Medicine),0,3
MAX(previous_application.NAME_CASH_LOAN_PURPOSE_Money for a third person),0,3
MAX(previous_application.NAME_CASH_LOAN_PURPOSE_Other),0,3
MAX(previous_application.NAME_CASH_LOAN_PURPOSE_Payments on other loans),0,3
MAX(previous_application.NAME_CASH_LOAN_PURPOSE_Purchase of electronic equipment),0,3
MAX(previous_application.NAME_CASH_LOAN_PURPOSE_Refusal to name the goal),0,3
MAX(previous_application.NAME_CASH_LOAN_PURPOSE_Repairs),0,3
MAX(previous_application.NAME_CASH_LOAN_PURPOSE_Urgent needs),0,3
MAX(previous_application.NAME_CASH_LOAN_PURPOSE_Wedding / gift / holiday),0,3
MAX(previous_application.NAME_CASH_LOAN_PURPOSE_nan),0,3
MAX(previous_application.NAME_CONTRACT_STATUS_Approved),0,3
MAX(previous_application.NAME_CONTRACT_STATUS_Canceled),0,3
MAX(previous_application.NAME_CONTRACT_STATUS_Refused),1,3
MAX(previous_application.NAME_CONTRACT_STATUS_Unused offer),0,3
MAX(previous_application.NAME_PAYMENT_TYPE_Cash through the bank),0,3
MAX(previous_application.NAME_PAYMENT_TYPE_Cashless from the account of the employer),0,3
MAX(previous_application.NAME_PAYMENT_TYPE_Non-cash from your account),0,3
MAX(previous_application.NAME_PAYMENT_TYPE_nan),1,3
MAX(previous_application.CODE_REJECT_REASON_CLIENT),0,3
MAX(previous_application.CODE_REJECT_REASON_HC),0,3
MAX(previous_application.CODE_REJECT_REASON_LIMIT),0,3
MAX(previous_application.CODE_REJECT_REASON_SCO),0,3
MAX(previous_application.CODE_REJECT_REASON_SCOFR),0,3
MAX(previous_application.CODE_REJECT_REASON_SYSTEM),0,3
MAX(previous_application.CODE_REJECT_REASON_VERIF),0,3
MAX(previous_application.CODE_REJECT_REASON_nan),0,3
MAX(previous_application.NAME_TYPE_SUITE_Children),0,3
MAX(previous_application.NAME_TYPE_SUITE_Family),1,3
MAX(previous_application.NAME_TYPE_SUITE_Group of people),0,3
MAX(previous_application.NAME_TYPE_SUITE_Other_A),0,3
MAX(previous_application.NAME_TYPE_SUITE_Other_B),0,3
"MAX(previous_application.NAME_TYPE_SUITE_Spouse, partner)",0,3
MAX(previous_application.NAME_TYPE_SUITE_Unaccompanied),0,3
MAX(previous_application.NAME_TYPE_SUITE_nan),1,3
MAX(previous_application.NAME_CLIENT_TYPE_New),3,3
MAX(previous_application.NAME_CLIENT_TYPE_Refreshed),0,3
MAX(previous_application.NAME_CLIENT_TYPE_Repeater),0,3
MAX(previous_application.NAME_CLIENT_TYPE_nan),0,3
MAX(previous_application.NAME_GOODS_CATEGORY_Additional Service),0,3
MAX(previous_application.NAME_GOODS_CATEGORY_Animals),0,3
MAX(previous_application.NAME_GOODS_CATEGORY_Audio/Video),0,3
MAX(previous_application.NAME_GOODS_CATEGORY_Auto Accessories),0,3
MAX(previous_application.NAME_GOODS_CATEGORY_Clothing and Accessories),0,3
MAX(previous_application.NAME_GOODS_CATEGORY_Computers),0,3
MAX(previous_application.NAME_GOODS_CATEGORY_Construction Materials),0,3
MAX(previous_application.NAME_GOODS_CATEGORY_Consumer Electronics),0,3
MAX(previous_application.NAME_GOODS_CATEGORY_Direct Sales),0,3
MAX(previous_application.NAME_GOODS_CATEGORY_Education),0,3
MAX(previous_application.NAME_GOODS_CATEGORY_Fitness),0,3
MAX(previous_application.NAME_GOODS_CATEGORY_Furniture),0,3
MAX(previous_application.NAME_GOODS_CATEGORY_Gardening),0,3
MAX(previous_application.NAME_GOODS_CATEGORY_Homewares),0,3
MAX(previous_application.NAME_GOODS_CATEGORY_Insurance),0,3
MAX(previous_application.NAME_GOODS_CATEGORY_Jewelry),0,3
MAX(previous_application.NAME_GOODS_CATEGORY_Medical Supplies),0,3
MAX(previous_application.NAME_GOODS_CATEGORY_Medicine),0,3
MAX(previous_application.NAME_GOODS_CATEGORY_Mobile),0,3
MAX(previous_application.NAME_GOODS_CATEGORY_Office Appliances),0,3
MAX(previous_application.NAME_GOODS_CATEGORY_Other),0,3
MAX(previous_application.NAME_GOODS_CATEGORY_Photo / Cinema Equipment),0,3
MAX(previous_application.NAME_GOODS_CATEGORY_Sport and Leisure),0,3
MAX(previous_application.NAME_GOODS_CATEGORY_Tourism),0,3
MAX(previous_application.NAME_GOODS_CATEGORY_Vehicles),0,3
MAX(previous_application.NAME_GOODS_CATEGORY_Weapon),0,3
MAX(previous_application.NAME_GOODS_CATEGORY_nan),0,3
MAX(previous_application.NAME_PORTFOLIO_Cards),0,3
MAX(previous_application.NAME_PORTFOLIO_Cars),0,3
MAX(previous_application.NAME_PORTFOLIO_Cash),0,3
MAX(previous_application.NAME_PORTFOLIO_POS),0,3
MAX(previous_application.NAME_PORTFOLIO_nan),0,3
MAX(previous_application.NAME_PRODUCT_TYPE_walk-in),0,3
MAX(previous_application.NAME_PRODUCT_TYPE_x-sell),0,3
MAX(previous_application.NAME_PRODUCT_TYPE_nan),0,3
MAX(previous_application.CHANNEL_TYPE_AP+ (Cash loan)),0,3
MAX(previous_application.CHANNEL_TYPE_Car dealer),0,3
MAX(previous_application.CHANNEL_TYPE_Channel of corporate sales),1,3
MAX(previous_application.CHANNEL_TYPE_Contact center),0,3
MAX(previous_application.CHANNEL_TYPE_Country-wide),0,3
MAX(previous_application.CHANNEL_TYPE_Credit and cash offices),0,3
MAX(previous_application.CHANNEL_TYPE_Regional / Local),0,3
MAX(previous_application.CHANNEL_TYPE_Stone),1,3
MAX(previous_application.NAME_SELLER_INDUSTRY_Auto technology),0,3
MAX(previous_application.NAME_SELLER_INDUSTRY_Clothing),0,3
MAX(previous_application.NAME_SELLER_INDUSTRY_Connectivity),0,3
MAX(previous_application.NAME_SELLER_INDUSTRY_Construction),0,3
MAX(previous_application.NAME_SELLER_INDUSTRY_Consumer electronics),0,3
MAX(previous_application.NAME_SELLER_INDUSTRY_Furniture),0,3
MAX(previous_application.NAME_SELLER_INDUSTRY_Industry),0,3
MAX(previous_application.NAME_SELLER_INDUSTRY_Jewelry),0,3
MAX(previous_application.NAME_SELLER_INDUSTRY_MLM partners),0,3
MAX(previous_application.NAME_SELLER_INDUSTRY_Tourism),0,3
MAX(previous_application.NAME_SELLER_INDUSTRY_nan),0,3
MAX(previous_application.NAME_YIELD_GROUP_high),4,3
MAX(previous_application.NAME_YIELD_GROUP_low_action),3,3
MAX(previous_application.NAME_YIELD_GROUP_low_normal),0,3
MAX(previous_application.NAME_YIELD_GROUP_middle),0,3
MAX(previous_application.NAME_YIELD_GROUP_nan),0,3
MAX(previous_application.PRODUCT_COMBINATION_Card Street),0,3
MAX(previous_application.PRODUCT_COMBINATION_Card X-Sell),0,3
MAX(previous_application.PRODUCT_COMBINATION_Cash),0,3
MAX(previous_application.PRODUCT_COMBINATION_Cash Street: high),0,3
MAX(previous_application.PRODUCT_COMBINATION_Cash Street: low),1,3
MAX(previous_application.PRODUCT_COMBINATION_Cash Street: middle),1,3
MAX(previous_application.PRODUCT_COMBINATION_Cash X-Sell: high),0,3
MAX(previous_application.PRODUCT_COMBINATION_Cash X-Sell: low),0,3
MAX(previous_application.PRODUCT_COMBINATION_Cash X-Sell: middle),0,3
MAX(previous_application.PRODUCT_COMBINATION_POS household with interest),1,3
MAX(previous_application.PRODUCT_COMBINATION_POS household without interest),0,3
MAX(previous_application.PRODUCT_COMBINATION_POS industry with interest),0,3
MAX(previous_application.PRODUCT_COMBINATION_POS industry without interest),0,3
MAX(previous_application.PRODUCT_COMBINATION_POS mobile with interest),1,3
MAX(previous_application.PRODUCT_COMBINATION_POS mobile without interest),0,3
MAX(previous_application.PRODUCT_COMBINATION_POS other with interest),0,3
MAX(previous_application.PRODUCT_COMBINATION_POS others without interest),0,3
MAX(previous_application.PRODUCT_COMBINATION_nan),0,3
MIN(previous_application.AMT_ANNUITY),80,3
MIN(previous_application.AMT_APPLICATION),47,3
MIN(previous_application.AMT_CREDIT),47,3
MIN(previous_application.AMT_DOWN_PAYMENT),38,3
MIN(previous_application.AMT_GOODS_PRICE),106,3
MIN(previous_application.HOUR_APPR_PROCESS_START),52,3
MIN(previous_application.NFLAG_LAST_APPL_IN_DAY),0,3
MIN(previous_application.RATE_DOWN_PAYMENT),31,3
MIN(previous_application.RATE_INTEREST_PRIMARY),1,3
MIN(previous_application.RATE_INTEREST_PRIVILEGED),0,3
MIN(previous_application.DAYS_DECISION),64,3
MIN(previous_application.SELLERPLACE_AREA),58,3
MIN(previous_application.CNT_PAYMENT),10,3
MIN(previous_application.DAYS_FIRST_DRAWING),60,3
MIN(previous_application.DAYS_FIRST_DUE),52,3
MIN(previous_application.DAYS_LAST_DUE_1ST_VERSION),57,3
MIN(previous_application.DAYS_LAST_DUE),42,3
MIN(previous_application.DAYS_TERMINATION),54,3
MIN(previous_application.NFLAG_INSURED_ON_APPROVAL),0,3
MIN(previous_application.NEW_AMT_APPLICATION_DIVIDE_AMT_CREDIT),168,3
MIN(previous_application.NEW_AMT_DOWN_PAYMENT_DIVIDE_AMT_CREDIT),24,3
MIN(previous_application.POS_MONTHS_BALANCE_SIZE),16,3
MIN(previous_application.CREDIT_MONTHS_BALANCE_SIZE),10,3
MIN(previous_application.NAME_CONTRACT_TYPE_Cash loans),3,3
MIN(previous_application.NAME_CONTRACT_TYPE_Consumer loans),0,3
MIN(previous_application.NAME_CONTRACT_TYPE_Revolving loans),0,3
MIN(previous_application.WEEKDAY_APPR_PROCESS_START_FRIDAY),0,3
MIN(previous_application.WEEKDAY_APPR_PROCESS_START_MONDAY),0,3
MIN(previous_application.WEEKDAY_APPR_PROCESS_START_SATURDAY),0,3
MIN(previous_application.WEEKDAY_APPR_PROCESS_START_SUNDAY),0,3
MIN(previous_application.WEEKDAY_APPR_PROCESS_START_THURSDAY),0,3
MIN(previous_application.WEEKDAY_APPR_PROCESS_START_TUESDAY),0,3
MIN(previous_application.WEEKDAY_APPR_PROCESS_START_WEDNESDAY),0,3
MIN(previous_application.FLAG_LAST_APPL_PER_CONTRACT_Y),0,3
MIN(previous_application.NAME_CASH_LOAN_PURPOSE_Building a house or an annex),0,3
MIN(previous_application.NAME_CASH_LOAN_PURPOSE_Business development),0,3
MIN(previous_application.NAME_CASH_LOAN_PURPOSE_Buying a garage),0,3
MIN(previous_application.NAME_CASH_LOAN_PURPOSE_Buying a holiday home / land),0,3
MIN(previous_application.NAME_CASH_LOAN_PURPOSE_Buying a home),0,3
MIN(previous_application.NAME_CASH_LOAN_PURPOSE_Buying a new car),0,3
MIN(previous_application.NAME_CASH_LOAN_PURPOSE_Buying a used car),0,3
MIN(previous_application.NAME_CASH_LOAN_PURPOSE_Car repairs),0,3
MIN(previous_application.NAME_CASH_LOAN_PURPOSE_Education),0,3
MIN(previous_application.NAME_CASH_LOAN_PURPOSE_Everyday expenses),0,3
MIN(previous_application.NAME_CASH_LOAN_PURPOSE_Furniture),0,3
MIN(previous_application.NAME_CASH_LOAN_PURPOSE_Gasification / water supply),0,3
MIN(previous_application.NAME_CASH_LOAN_PURPOSE_Journey),0,3
MIN(previous_application.NAME_CASH_LOAN_PURPOSE_Medicine),0,3
MIN(previous_application.NAME_CASH_LOAN_PURPOSE_Money for a third person),0,3
MIN(previous_application.NAME_CASH_LOAN_PURPOSE_Other),0,3
MIN(previous_application.NAME_CASH_LOAN_PURPOSE_Payments on other loans),0,3
MIN(previous_application.NAME_CASH_LOAN_PURPOSE_Purchase of electronic equipment),0,3
MIN(previous_application.NAME_CASH_LOAN_PURPOSE_Refusal to name the goal),0,3
MIN(previous_application.NAME_CASH_LOAN_PURPOSE_Repairs),0,3
MIN(previous_application.NAME_CASH_LOAN_PURPOSE_Urgent needs),0,3
MIN(previous_application.NAME_CASH_LOAN_PURPOSE_Wedding / gift / holiday),0,3
MIN(previous_application.NAME_CASH_LOAN_PURPOSE_nan),3,3
MIN(previous_application.NAME_CONTRACT_STATUS_Approved),0,3
MIN(previous_application.NAME_CONTRACT_STATUS_Canceled),0,3
MIN(previous_application.NAME_CONTRACT_STATUS_Refused),0,3
MIN(previous_application.NAME_CONTRACT_STATUS_Unused offer),0,3
MIN(previous_application.NAME_PAYMENT_TYPE_Cash through the bank),0,3
MIN(previous_application.NAME_PAYMENT_TYPE_Cashless from the account of the employer),0,3
MIN(previous_application.NAME_PAYMENT_TYPE_Non-cash from your account),0,3
MIN(previous_application.NAME_PAYMENT_TYPE_nan),0,3
MIN(previous_application.CODE_REJECT_REASON_CLIENT),0,3
MIN(previous_application.CODE_REJECT_REASON_HC),0,3
MIN(previous_application.CODE_REJECT_REASON_LIMIT),0,3
MIN(previous_application.CODE_REJECT_REASON_SCO),0,3
MIN(previous_application.CODE_REJECT_REASON_SCOFR),0,3
MIN(previous_application.CODE_REJECT_REASON_SYSTEM),0,3
MIN(previous_application.CODE_REJECT_REASON_VERIF),0,3
MIN(previous_application.CODE_REJECT_REASON_nan),5,3
MIN(previous_application.NAME_TYPE_SUITE_Children),0,3
MIN(previous_application.NAME_TYPE_SUITE_Family),0,3
MIN(previous_application.NAME_TYPE_SUITE_Group of people),0,3
MIN(previous_application.NAME_TYPE_SUITE_Other_A),0,3
MIN(previous_application.NAME_TYPE_SUITE_Other_B),0,3
"MIN(previous_application.NAME_TYPE_SUITE_Spouse, partner)",0,3
MIN(previous_application.NAME_TYPE_SUITE_Unaccompanied),3,3
MIN(previous_application.NAME_TYPE_SUITE_nan),10,3
MIN(previous_application.NAME_CLIENT_TYPE_New),0,3
MIN(previous_application.NAME_CLIENT_TYPE_Refreshed),10,3
MIN(previous_application.NAME_CLIENT_TYPE_Repeater),5,3
MIN(previous_application.NAME_CLIENT_TYPE_nan),0,3
MIN(previous_application.NAME_GOODS_CATEGORY_Additional Service),0,3
MIN(previous_application.NAME_GOODS_CATEGORY_Audio/Video),0,3
MIN(previous_application.NAME_GOODS_CATEGORY_Auto Accessories),0,3
MIN(previous_application.NAME_GOODS_CATEGORY_Clothing and Accessories),1,3
MIN(previous_application.NAME_GOODS_CATEGORY_Computers),0,3
MIN(previous_application.NAME_GOODS_CATEGORY_Construction Materials),0,3
MIN(previous_application.NAME_GOODS_CATEGORY_Consumer Electronics),3,3
MIN(previous_application.NAME_GOODS_CATEGORY_Direct Sales),0,3
MIN(previous_application.NAME_GOODS_CATEGORY_Education),0,3
MIN(previous_application.NAME_GOODS_CATEGORY_Fitness),0,3
MIN(previous_application.NAME_GOODS_CATEGORY_Furniture),3,3
MIN(previous_application.NAME_GOODS_CATEGORY_Gardening),0,3
MIN(previous_application.NAME_GOODS_CATEGORY_Homewares),0,3
MIN(previous_application.NAME_GOODS_CATEGORY_Insurance),0,3
MIN(previous_application.NAME_GOODS_CATEGORY_Jewelry),0,3
MIN(previous_application.NAME_GOODS_CATEGORY_Medical Supplies),0,3
MIN(previous_application.NAME_GOODS_CATEGORY_Medicine),0,3
MIN(previous_application.NAME_GOODS_CATEGORY_Mobile),7,3
MIN(previous_application.NAME_GOODS_CATEGORY_Office Appliances),0,3
MIN(previous_application.NAME_GOODS_CATEGORY_Other),0,3
MIN(previous_application.NAME_GOODS_CATEGORY_Photo / Cinema Equipment),1,3
MIN(previous_application.NAME_GOODS_CATEGORY_Sport and Leisure),0,3
MIN(previous_application.NAME_GOODS_CATEGORY_Tourism),0,3
MIN(previous_application.NAME_GOODS_CATEGORY_Vehicles),0,3
MIN(previous_application.NAME_GOODS_CATEGORY_Weapon),0,3
MIN(previous_application.NAME_GOODS_CATEGORY_nan),0,3
MIN(previous_application.NAME_PORTFOLIO_Cards),0,3
MIN(previous_application.NAME_PORTFOLIO_Cars),0,3
MIN(previous_application.NAME_PORTFOLIO_Cash),6,3
MIN(previous_application.NAME_PORTFOLIO_POS),1,3
MIN(previous_application.NAME_PORTFOLIO_nan),0,3
MIN(previous_application.NAME_PRODUCT_TYPE_walk-in),0,3
MIN(previous_application.NAME_PRODUCT_TYPE_x-sell),0,3
MIN(previous_application.NAME_PRODUCT_TYPE_nan),1,3
MIN(previous_application.CHANNEL_TYPE_AP+ (Cash loan)),0,3
MIN(previous_application.CHANNEL_TYPE_Car dealer),0,3
MIN(previous_application.CHANNEL_TYPE_Channel of corporate sales),0,3
MIN(previous_application.CHANNEL_TYPE_Contact center),0,3
MIN(previous_application.CHANNEL_TYPE_Country-wide),0,3
MIN(previous_application.CHANNEL_TYPE_Credit and cash offices),18,3
MIN(previous_application.CHANNEL_TYPE_Regional / Local),0,3
MIN(previous_application.CHANNEL_TYPE_Stone),0,3
MIN(previous_application.NAME_SELLER_INDUSTRY_Auto technology),0,3
MIN(previous_application.NAME_SELLER_INDUSTRY_Clothing),1,3
MIN(previous_application.NAME_SELLER_INDUSTRY_Connectivity),8,3
MIN(previous_application.NAME_SELLER_INDUSTRY_Construction),0,3
MIN(previous_application.NAME_SELLER_INDUSTRY_Consumer electronics),1,3
MIN(previous_application.NAME_SELLER_INDUSTRY_Furniture),1,3
MIN(previous_application.NAME_SELLER_INDUSTRY_Industry),0,3
MIN(previous_application.NAME_SELLER_INDUSTRY_Jewelry),0,3
MIN(previous_application.NAME_SELLER_INDUSTRY_MLM partners),0,3
MIN(previous_application.NAME_SELLER_INDUSTRY_Tourism),0,3
MIN(previous_application.NAME_SELLER_INDUSTRY_nan),2,3
MIN(previous_application.NAME_YIELD_GROUP_high),3,3
MIN(previous_application.NAME_YIELD_GROUP_low_action),0,3
MIN(previous_application.NAME_YIELD_GROUP_low_normal),0,3
MIN(previous_application.NAME_YIELD_GROUP_middle),5,3
MIN(previous_application.NAME_YIELD_GROUP_nan),0,3
MIN(previous_application.PRODUCT_COMBINATION_Card Street),0,3
MIN(previous_application.PRODUCT_COMBINATION_Card X-Sell),0,3
MIN(previous_application.PRODUCT_COMBINATION_Cash),0,3
MIN(previous_application.PRODUCT_COMBINATION_Cash Street: high),0,3
MIN(previous_application.PRODUCT_COMBINATION_Cash Street: low),0,3
MIN(previous_application.PRODUCT_COMBINATION_Cash Street: middle),0,3
MIN(previous_application.PRODUCT_COMBINATION_Cash X-Sell: high),0,3
MIN(previous_application.PRODUCT_COMBINATION_Cash X-Sell: low),0,3
MIN(previous_application.PRODUCT_COMBINATION_Cash X-Sell: middle),0,3
MIN(previous_application.PRODUCT_COMBINATION_POS household with interest),1,3
MIN(previous_application.PRODUCT_COMBINATION_POS household without interest),0,3
MIN(previous_application.PRODUCT_COMBINATION_POS industry with interest),8,3
MIN(previous_application.PRODUCT_COMBINATION_POS industry without interest),0,3
MIN(previous_application.PRODUCT_COMBINATION_POS mobile with interest),1,3
MIN(previous_application.PRODUCT_COMBINATION_POS mobile without interest),0,3
MIN(previous_application.PRODUCT_COMBINATION_POS other with interest),0,3
MIN(previous_application.PRODUCT_COMBINATION_POS others without interest),0,3
MEDIAN(previous_application.AMT_ANNUITY),103,3
MEDIAN(previous_application.AMT_APPLICATION),84,3
MEDIAN(previous_application.AMT_CREDIT),76,3
MEDIAN(previous_application.AMT_DOWN_PAYMENT),94,3
MEDIAN(previous_application.AMT_GOODS_PRICE),61,3
MEDIAN(previous_application.HOUR_APPR_PROCESS_START),74,3
MEDIAN(previous_application.NFLAG_LAST_APPL_IN_DAY),0,3
MEDIAN(previous_application.RATE_DOWN_PAYMENT),48,3
MEDIAN(previous_application.RATE_INTEREST_PRIMARY),0,3
MEDIAN(previous_application.RATE_INTEREST_PRIVILEGED),0,3
MEDIAN(previous_application.DAYS_DECISION),111,3
MEDIAN(previous_application.SELLERPLACE_AREA),80,3
MEDIAN(previous_application.CNT_PAYMENT),78,3
MEDIAN(previous_application.DAYS_FIRST_DRAWING),10,3
MEDIAN(previous_application.DAYS_FIRST_DUE),112,3
MEDIAN(previous_application.DAYS_LAST_DUE_1ST_VERSION),99,3
MEDIAN(previous_application.DAYS_LAST_DUE),54,3
MEDIAN(previous_application.DAYS_TERMINATION),75,3
MEDIAN(previous_application.NFLAG_INSURED_ON_APPROVAL),11,3
MEDIAN(previous_application.NEW_AMT_APPLICATION_DIVIDE_AMT_CREDIT),184,3
MEDIAN(previous_application.NEW_AMT_DOWN_PAYMENT_DIVIDE_AMT_CREDIT),41,3
MEDIAN(previous_application.POS_MONTHS_BALANCE_SIZE),23,3
MEDIAN(previous_application.CREDIT_MONTHS_BALANCE_SIZE),4,3
MEDIAN(previous_application.NAME_CONTRACT_TYPE_Cash loans),1,3
MEDIAN(previous_application.NAME_CONTRACT_TYPE_Consumer loans),0,3
MEDIAN(previous_application.NAME_CONTRACT_TYPE_Revolving loans),1,3
MEDIAN(previous_application.NAME_CONTRACT_TYPE_nan),0,3
MEDIAN(previous_application.WEEKDAY_APPR_PROCESS_START_FRIDAY),4,3
MEDIAN(previous_application.WEEKDAY_APPR_PROCESS_START_MONDAY),2,3
MEDIAN(previous_application.WEEKDAY_APPR_PROCESS_START_SATURDAY),2,3
MEDIAN(previous_application.WEEKDAY_APPR_PROCESS_START_SUNDAY),1,3
MEDIAN(previous_application.WEEKDAY_APPR_PROCESS_START_THURSDAY),4,3
MEDIAN(previous_application.WEEKDAY_APPR_PROCESS_START_TUESDAY),5,3
MEDIAN(previous_application.WEEKDAY_APPR_PROCESS_START_WEDNESDAY),5,3
MEDIAN(previous_application.FLAG_LAST_APPL_PER_CONTRACT_N),0,3
MEDIAN(previous_application.FLAG_LAST_APPL_PER_CONTRACT_Y),0,3
MEDIAN(previous_application.NAME_CASH_LOAN_PURPOSE_Building a house or an annex),0,3
MEDIAN(previous_application.NAME_CASH_LOAN_PURPOSE_Business development),0,3
MEDIAN(previous_application.NAME_CASH_LOAN_PURPOSE_Buying a garage),0,3
MEDIAN(previous_application.NAME_CASH_LOAN_PURPOSE_Buying a holiday home / land),0,3
MEDIAN(previous_application.NAME_CASH_LOAN_PURPOSE_Buying a home),0,3
MEDIAN(previous_application.NAME_CASH_LOAN_PURPOSE_Buying a new car),0,3
MEDIAN(previous_application.NAME_CASH_LOAN_PURPOSE_Buying a used car),0,3
