feature,importance,fold
SUM(previous_application.NAME_YIELD_GROUP_low_normal),12,1
SUM(previous_application.NAME_YIELD_GROUP_middle),13,1
SUM(previous_application.NAME_YIELD_GROUP_nan),6,1
SUM(previous_application.PRODUCT_COMBINATION_Card Street),12,1
SUM(previous_application.PRODUCT_COMBINATION_Card X-Sell),0,1
SUM(previous_application.PRODUCT_COMBINATION_Cash),6,1
SUM(previous_application.PRODUCT_COMBINATION_Cash Street: high),7,1
SUM(previous_application.PRODUCT_COMBINATION_Cash Street: low),4,1
SUM(previous_application.PRODUCT_COMBINATION_Cash Street: middle),1,1
SUM(previous_application.PRODUCT_COMBINATION_Cash X-Sell: high),4,1
SUM(previous_application.PRODUCT_COMBINATION_Cash X-Sell: low),0,1
SUM(previous_application.PRODUCT_COMBINATION_Cash X-Sell: middle),2,1
SUM(previous_application.PRODUCT_COMBINATION_POS household with interest),10,1
SUM(previous_application.PRODUCT_COMBINATION_POS household without interest),1,1
SUM(previous_application.PRODUCT_COMBINATION_POS industry with interest),2,1
SUM(previous_application.PRODUCT_COMBINATION_POS industry without interest),1,1
SUM(previous_application.PRODUCT_COMBINATION_POS mobile with interest),5,1
SUM(previous_application.PRODUCT_COMBINATION_POS mobile without interest),0,1
SUM(previous_application.PRODUCT_COMBINATION_POS other with interest),1,1
SUM(previous_application.PRODUCT_COMBINATION_POS others without interest),0,1
SUM(previous_application.PRODUCT_COMBINATION_nan),0,1
STD(previous_application.AMT_ANNUITY),67,1
STD(previous_application.AMT_APPLICATION),31,1
STD(previous_application.AMT_CREDIT),37,1
STD(previous_application.AMT_DOWN_PAYMENT),94,1
STD(previous_application.AMT_GOODS_PRICE),41,1
STD(previous_application.HOUR_APPR_PROCESS_START),90,1
STD(previous_application.NFLAG_LAST_APPL_IN_DAY),0,1
STD(previous_application.RATE_DOWN_PAYMENT),54,1
STD(previous_application.RATE_INTEREST_PRIMARY),0,1
STD(previous_application.RATE_INTEREST_PRIVILEGED),0,1
STD(previous_application.DAYS_DECISION),64,1
STD(previous_application.SELLERPLACE_AREA),62,1
STD(previous_application.CNT_PAYMENT),140,1
STD(previous_application.DAYS_FIRST_DRAWING),0,1
STD(previous_application.DAYS_FIRST_DUE),71,1
STD(previous_application.DAYS_LAST_DUE_1ST_VERSION),52,1
STD(previous_application.DAYS_LAST_DUE),61,1
STD(previous_application.DAYS_TERMINATION),48,1
STD(previous_application.NFLAG_INSURED_ON_APPROVAL),37,1
STD(previous_application.NEW_AMT_APPLICATION_DIVIDE_AMT_CREDIT),70,1
STD(previous_application.NEW_AMT_DOWN_PAYMENT_DIVIDE_AMT_CREDIT),38,1
STD(previous_application.POS_MONTHS_BALANCE_SIZE),47,1
STD(previous_application.CREDIT_MONTHS_BALANCE_SIZE),0,1
STD(previous_application.NAME_CONTRACT_TYPE_Cash loans),45,1
STD(previous_application.NAME_CONTRACT_TYPE_Consumer loans),16,1
STD(previous_application.NAME_CONTRACT_TYPE_Revolving loans),13,1
STD(previous_application.NAME_CONTRACT_TYPE_nan),0,1
STD(previous_application.WEEKDAY_APPR_PROCESS_START_FRIDAY),49,1
STD(previous_application.WEEKDAY_APPR_PROCESS_START_MONDAY),39,1
STD(previous_application.WEEKDAY_APPR_PROCESS_START_SATURDAY),37,1
STD(previous_application.WEEKDAY_APPR_PROCESS_START_SUNDAY),23,1
STD(previous_application.WEEKDAY_APPR_PROCESS_START_THURSDAY),59,1
STD(previous_application.WEEKDAY_APPR_PROCESS_START_TUESDAY),52,1
STD(previous_application.WEEKDAY_APPR_PROCESS_START_WEDNESDAY),34,1
STD(previous_application.FLAG_LAST_APPL_PER_CONTRACT_N),4,1
STD(previous_application.FLAG_LAST_APPL_PER_CONTRACT_Y),0,1
STD(previous_application.NAME_CASH_LOAN_PURPOSE_Building a house or an annex),2,1
STD(previous_application.NAME_CASH_LOAN_PURPOSE_Business development),0,1
STD(previous_application.NAME_CASH_LOAN_PURPOSE_Buying a garage),0,1
STD(previous_application.NAME_CASH_LOAN_PURPOSE_Buying a holiday home / land),0,1
STD(previous_application.NAME_CASH_LOAN_PURPOSE_Buying a home),0,1
STD(previous_application.NAME_CASH_LOAN_PURPOSE_Buying a new car),0,1
STD(previous_application.NAME_CASH_LOAN_PURPOSE_Buying a used car),0,1
STD(previous_application.NAME_CASH_LOAN_PURPOSE_Car repairs),0,1
STD(previous_application.NAME_CASH_LOAN_PURPOSE_Education),0,1
STD(previous_application.NAME_CASH_LOAN_PURPOSE_Everyday expenses),0,1
STD(previous_application.NAME_CASH_LOAN_PURPOSE_Furniture),0,1
STD(previous_application.NAME_CASH_LOAN_PURPOSE_Gasification / water supply),0,1
STD(previous_application.NAME_CASH_LOAN_PURPOSE_Hobby),0,1
STD(previous_application.NAME_CASH_LOAN_PURPOSE_Journey),0,1
STD(previous_application.NAME_CASH_LOAN_PURPOSE_Medicine),13,1
STD(previous_application.NAME_CASH_LOAN_PURPOSE_Money for a third person),0,1
STD(previous_application.NAME_CASH_LOAN_PURPOSE_Other),7,1
STD(previous_application.NAME_CASH_LOAN_PURPOSE_Payments on other loans),0,1
STD(previous_application.NAME_CASH_LOAN_PURPOSE_Purchase of electronic equipment),0,1
STD(previous_application.NAME_CASH_LOAN_PURPOSE_Refusal to name the goal),0,1
STD(previous_application.NAME_CASH_LOAN_PURPOSE_Repairs),5,1
STD(previous_application.NAME_CASH_LOAN_PURPOSE_Urgent needs),3,1
STD(previous_application.NAME_CASH_LOAN_PURPOSE_Wedding / gift / holiday),0,1
STD(previous_application.NAME_CASH_LOAN_PURPOSE_nan),38,1
STD(previous_application.NAME_CONTRACT_STATUS_Approved),39,1
STD(previous_application.NAME_CONTRACT_STATUS_Canceled),30,1
STD(previous_application.NAME_CONTRACT_STATUS_Refused),112,1
STD(previous_application.NAME_CONTRACT_STATUS_Unused offer),6,1
STD(previous_application.NAME_PAYMENT_TYPE_Cash through the bank),38,1
STD(previous_application.NAME_PAYMENT_TYPE_Cashless from the account of the employer),0,1
STD(previous_application.NAME_PAYMENT_TYPE_Non-cash from your account),5,1
STD(previous_application.NAME_PAYMENT_TYPE_nan),23,1
STD(previous_application.CODE_REJECT_REASON_CLIENT),0,1
STD(previous_application.CODE_REJECT_REASON_HC),45,1
STD(previous_application.CODE_REJECT_REASON_LIMIT),35,1
STD(previous_application.CODE_REJECT_REASON_SCO),7,1
STD(previous_application.CODE_REJECT_REASON_SCOFR),16,1
STD(previous_application.CODE_REJECT_REASON_SYSTEM),0,1
STD(previous_application.CODE_REJECT_REASON_VERIF),0,1
STD(previous_application.CODE_REJECT_REASON_nan),49,1
STD(previous_application.NAME_TYPE_SUITE_Children),11,1
STD(previous_application.NAME_TYPE_SUITE_Family),32,1
STD(previous_application.NAME_TYPE_SUITE_Group of people),0,1
STD(previous_application.NAME_TYPE_SUITE_Other_A),0,1
STD(previous_application.NAME_TYPE_SUITE_Other_B),7,1
"STD(previous_application.NAME_TYPE_SUITE_Spouse, partner)",43,1
STD(previous_application.NAME_TYPE_SUITE_Unaccompanied),65,1
STD(previous_application.NAME_TYPE_SUITE_nan),58,1
STD(previous_application.NAME_CLIENT_TYPE_New),36,1
STD(previous_application.NAME_CLIENT_TYPE_Refreshed),11,1
STD(previous_application.NAME_CLIENT_TYPE_Repeater),33,1
STD(previous_application.NAME_CLIENT_TYPE_nan),0,1
STD(previous_application.NAME_GOODS_CATEGORY_Additional Service),0,1
STD(previous_application.NAME_GOODS_CATEGORY_Animals),0,1
STD(previous_application.NAME_GOODS_CATEGORY_Audio/Video),60,1
STD(previous_application.NAME_GOODS_CATEGORY_Auto Accessories),1,1
STD(previous_application.NAME_GOODS_CATEGORY_Clothing and Accessories),5,1
STD(previous_application.NAME_GOODS_CATEGORY_Computers),34,1
STD(previous_application.NAME_GOODS_CATEGORY_Construction Materials),1,1
STD(previous_application.NAME_GOODS_CATEGORY_Consumer Electronics),23,1
STD(previous_application.NAME_GOODS_CATEGORY_Direct Sales),0,1
STD(previous_application.NAME_GOODS_CATEGORY_Education),0,1
STD(previous_application.NAME_GOODS_CATEGORY_Fitness),0,1
STD(previous_application.NAME_GOODS_CATEGORY_Furniture),7,1
STD(previous_application.NAME_GOODS_CATEGORY_Gardening),9,1
STD(previous_application.NAME_GOODS_CATEGORY_Homewares),0,1
STD(previous_application.NAME_GOODS_CATEGORY_Insurance),0,1
STD(previous_application.NAME_GOODS_CATEGORY_Jewelry),7,1
STD(previous_application.NAME_GOODS_CATEGORY_Medical Supplies),1,1
STD(previous_application.NAME_GOODS_CATEGORY_Medicine),0,1
STD(previous_application.NAME_GOODS_CATEGORY_Mobile),29,1
STD(previous_application.NAME_GOODS_CATEGORY_Office Appliances),0,1
STD(previous_application.NAME_GOODS_CATEGORY_Other),1,1
STD(previous_application.NAME_GOODS_CATEGORY_Photo / Cinema Equipment),25,1
STD(previous_application.NAME_GOODS_CATEGORY_Sport and Leisure),11,1
STD(previous_application.NAME_GOODS_CATEGORY_Tourism),0,1
STD(previous_application.NAME_GOODS_CATEGORY_Vehicles),0,1
STD(previous_application.NAME_GOODS_CATEGORY_Weapon),0,1
STD(previous_application.NAME_GOODS_CATEGORY_nan),19,1
STD(previous_application.NAME_PORTFOLIO_Cards),12,1
STD(previous_application.NAME_PORTFOLIO_Cars),0,1
STD(previous_application.NAME_PORTFOLIO_Cash),31,1
STD(previous_application.NAME_PORTFOLIO_POS),22,1
STD(previous_application.NAME_PORTFOLIO_nan),23,1
STD(previous_application.NAME_PRODUCT_TYPE_walk-in),47,1
STD(previous_application.NAME_PRODUCT_TYPE_x-sell),26,1
STD(previous_application.NAME_PRODUCT_TYPE_nan),36,1
STD(previous_application.CHANNEL_TYPE_AP+ (Cash loan)),14,1
STD(previous_application.CHANNEL_TYPE_Car dealer),0,1
STD(previous_application.CHANNEL_TYPE_Channel of corporate sales),6,1
STD(previous_application.CHANNEL_TYPE_Contact center),20,1
STD(previous_application.CHANNEL_TYPE_Country-wide),54,1
STD(previous_application.CHANNEL_TYPE_Credit and cash offices),27,1
STD(previous_application.CHANNEL_TYPE_Regional / Local),12,1
STD(previous_application.CHANNEL_TYPE_Stone),29,1
STD(previous_application.NAME_SELLER_INDUSTRY_Auto technology),2,1
STD(previous_application.NAME_SELLER_INDUSTRY_Clothing),1,1
STD(previous_application.NAME_SELLER_INDUSTRY_Connectivity),19,1
STD(previous_application.NAME_SELLER_INDUSTRY_Construction),1,1
STD(previous_application.NAME_SELLER_INDUSTRY_Consumer electronics),31,1
STD(previous_application.NAME_SELLER_INDUSTRY_Furniture),7,1
STD(previous_application.NAME_SELLER_INDUSTRY_Industry),3,1
STD(previous_application.NAME_SELLER_INDUSTRY_Jewelry),0,1
STD(previous_application.NAME_SELLER_INDUSTRY_MLM partners),0,1
STD(previous_application.NAME_SELLER_INDUSTRY_Tourism),0,1
STD(previous_application.NAME_SELLER_INDUSTRY_nan),13,1
STD(previous_application.NAME_YIELD_GROUP_high),46,1
STD(previous_application.NAME_YIELD_GROUP_low_action),17,1
STD(previous_application.NAME_YIELD_GROUP_low_normal),32,1
STD(previous_application.NAME_YIELD_GROUP_middle),51,1
STD(previous_application.NAME_YIELD_GROUP_nan),34,1
STD(previous_application.PRODUCT_COMBINATION_Card Street),17,1
STD(previous_application.PRODUCT_COMBINATION_Card X-Sell),7,1
STD(previous_application.PRODUCT_COMBINATION_Cash),41,1
STD(previous_application.PRODUCT_COMBINATION_Cash Street: high),31,1
STD(previous_application.PRODUCT_COMBINATION_Cash Street: low),36,1
STD(previous_application.PRODUCT_COMBINATION_Cash Street: middle),11,1
STD(previous_application.PRODUCT_COMBINATION_Cash X-Sell: high),94,1
STD(previous_application.PRODUCT_COMBINATION_Cash X-Sell: low),61,1
STD(previous_application.PRODUCT_COMBINATION_Cash X-Sell: middle),41,1
STD(previous_application.PRODUCT_COMBINATION_POS household with interest),20,1
STD(previous_application.PRODUCT_COMBINATION_POS household without interest),20,1
STD(previous_application.PRODUCT_COMBINATION_POS industry with interest),4,1
STD(previous_application.PRODUCT_COMBINATION_POS industry without interest),1,1
STD(previous_application.PRODUCT_COMBINATION_POS mobile with interest),16,1
STD(previous_application.PRODUCT_COMBINATION_POS mobile without interest),14,1
STD(previous_application.PRODUCT_COMBINATION_POS other with interest),5,1
STD(previous_application.PRODUCT_COMBINATION_POS others without interest),0,1
STD(previous_application.PRODUCT_COMBINATION_nan),0,1
MAX(previous_application.AMT_ANNUITY),58,1
MAX(previous_application.AMT_APPLICATION),31,1
MAX(previous_application.AMT_CREDIT),32,1
MAX(previous_application.AMT_DOWN_PAYMENT),87,1
MAX(previous_application.AMT_GOODS_PRICE),13,1
MAX(previous_application.HOUR_APPR_PROCESS_START),69,1
MAX(previous_application.NFLAG_LAST_APPL_IN_DAY),0,1
MAX(previous_application.RATE_DOWN_PAYMENT),59,1
MAX(previous_application.RATE_INTEREST_PRIMARY),0,1
MAX(previous_application.RATE_INTEREST_PRIVILEGED),0,1
MAX(previous_application.DAYS_DECISION),94,1
MAX(previous_application.SELLERPLACE_AREA),80,1
MAX(previous_application.CNT_PAYMENT),27,1
MAX(previous_application.DAYS_FIRST_DRAWING),33,1
MAX(previous_application.DAYS_FIRST_DUE),90,1
MAX(previous_application.DAYS_LAST_DUE_1ST_VERSION),276,1
MAX(previous_application.DAYS_LAST_DUE),197,1
MAX(previous_application.DAYS_TERMINATION),115,1
MAX(previous_application.NFLAG_INSURED_ON_APPROVAL),1,1
MAX(previous_application.NEW_AMT_APPLICATION_DIVIDE_AMT_CREDIT),97,1
MAX(previous_application.NEW_AMT_DOWN_PAYMENT_DIVIDE_AMT_CREDIT),42,1
MAX(previous_application.POS_MONTHS_BALANCE_SIZE),14,1
MAX(previous_application.CREDIT_MONTHS_BALANCE_SIZE),4,1
MAX(previous_application.NAME_CONTRACT_TYPE_Cash loans),0,1
MAX(previous_application.NAME_CONTRACT_TYPE_Consumer loans),0,1
MAX(previous_application.NAME_CONTRACT_TYPE_Revolving loans),0,1
MAX(previous_application.NAME_CONTRACT_TYPE_nan),0,1
MAX(previous_application.WEEKDAY_APPR_PROCESS_START_FRIDAY),0,1
MAX(previous_application.WEEKDAY_APPR_PROCESS_START_MONDAY),1,1
MAX(previous_application.WEEKDAY_APPR_PROCESS_START_SATURDAY),0,1
MAX(previous_application.WEEKDAY_APPR_PROCESS_START_SUNDAY),0,1
MAX(previous_application.WEEKDAY_APPR_PROCESS_START_THURSDAY),0,1
MAX(previous_application.WEEKDAY_APPR_PROCESS_START_TUESDAY),0,1
MAX(previous_application.WEEKDAY_APPR_PROCESS_START_WEDNESDAY),0,1
MAX(previous_application.FLAG_LAST_APPL_PER_CONTRACT_N),0,1
MAX(previous_application.NAME_CASH_LOAN_PURPOSE_Building a house or an annex),0,1
MAX(previous_application.NAME_CASH_LOAN_PURPOSE_Business development),0,1
MAX(previous_application.NAME_CASH_LOAN_PURPOSE_Buying a garage),0,1
MAX(previous_application.NAME_CASH_LOAN_PURPOSE_Buying a holiday home / land),0,1
MAX(previous_application.NAME_CASH_LOAN_PURPOSE_Buying a home),0,1
MAX(previous_application.NAME_CASH_LOAN_PURPOSE_Buying a new car),0,1
MAX(previous_application.NAME_CASH_LOAN_PURPOSE_Buying a used car),0,1
MAX(previous_application.NAME_CASH_LOAN_PURPOSE_Car repairs),0,1
MAX(previous_application.NAME_CASH_LOAN_PURPOSE_Education),0,1
MAX(previous_application.NAME_CASH_LOAN_PURPOSE_Everyday expenses),0,1
MAX(previous_application.NAME_CASH_LOAN_PURPOSE_Furniture),0,1
MAX(previous_application.NAME_CASH_LOAN_PURPOSE_Gasification / water supply),0,1
MAX(previous_application.NAME_CASH_LOAN_PURPOSE_Hobby),0,1
MAX(previous_application.NAME_CASH_LOAN_PURPOSE_Journey),0,1
MAX(previous_application.NAME_CASH_LOAN_PURPOSE_Medicine),0,1
MAX(previous_application.NAME_CASH_LOAN_PURPOSE_Money for a third person),0,1
MAX(previous_application.NAME_CASH_LOAN_PURPOSE_Other),0,1
MAX(previous_application.NAME_CASH_LOAN_PURPOSE_Payments on other loans),0,1
MAX(previous_application.NAME_CASH_LOAN_PURPOSE_Purchase of electronic equipment),0,1
MAX(previous_application.NAME_CASH_LOAN_PURPOSE_Refusal to name the goal),0,1
MAX(previous_application.NAME_CASH_LOAN_PURPOSE_Repairs),0,1
MAX(previous_application.NAME_CASH_LOAN_PURPOSE_Urgent needs),0,1
MAX(previous_application.NAME_CASH_LOAN_PURPOSE_Wedding / gift / holiday),0,1
MAX(previous_application.NAME_CASH_LOAN_PURPOSE_nan),0,1
MAX(previous_application.NAME_CONTRACT_STATUS_Approved),0,1
MAX(previous_application.NAME_CONTRACT_STATUS_Canceled),0,1
MAX(previous_application.NAME_CONTRACT_STATUS_Refused),0,1
MAX(previous_application.NAME_CONTRACT_STATUS_Unused offer),0,1
MAX(previous_application.NAME_PAYMENT_TYPE_Cash through the bank),0,1
MAX(previous_application.NAME_PAYMENT_TYPE_Cashless from the account of the employer),0,1
MAX(previous_application.NAME_PAYMENT_TYPE_Non-cash from your account),0,1
MAX(previous_application.NAME_PAYMENT_TYPE_nan),0,1
MAX(previous_application.CODE_REJECT_REASON_CLIENT),0,1
MAX(previous_application.CODE_REJECT_REASON_HC),0,1
MAX(previous_application.CODE_REJECT_REASON_LIMIT),0,1
MAX(previous_application.CODE_REJECT_REASON_SCO),0,1
MAX(previous_application.CODE_REJECT_REASON_SCOFR),0,1
MAX(previous_application.CODE_REJECT_REASON_SYSTEM),0,1
MAX(previous_application.CODE_REJECT_REASON_VERIF),0,1
MAX(previous_application.CODE_REJECT_REASON_nan),0,1
MAX(previous_application.NAME_TYPE_SUITE_Children),0,1
MAX(previous_application.NAME_TYPE_SUITE_Family),0,1
MAX(previous_application.NAME_TYPE_SUITE_Group of people),0,1
MAX(previous_application.NAME_TYPE_SUITE_Other_A),0,1
MAX(previous_application.NAME_TYPE_SUITE_Other_B),0,1
"MAX(previous_application.NAME_TYPE_SUITE_Spouse, partner)",0,1
MAX(previous_application.NAME_TYPE_SUITE_Unaccompanied),0,1
MAX(previous_application.NAME_TYPE_SUITE_nan),0,1
MAX(previous_application.NAME_CLIENT_TYPE_New),2,1
MAX(previous_application.NAME_CLIENT_TYPE_Refreshed),0,1
MAX(previous_application.NAME_CLIENT_TYPE_Repeater),0,1
MAX(previous_application.NAME_CLIENT_TYPE_nan),0,1
MAX(previous_application.NAME_GOODS_CATEGORY_Additional Service),0,1
MAX(previous_application.NAME_GOODS_CATEGORY_Animals),0,1
MAX(previous_application.NAME_GOODS_CATEGORY_Audio/Video),1,1
MAX(previous_application.NAME_GOODS_CATEGORY_Auto Accessories),0,1
MAX(previous_application.NAME_GOODS_CATEGORY_Clothing and Accessories),0,1
MAX(previous_application.NAME_GOODS_CATEGORY_Computers),0,1
MAX(previous_application.NAME_GOODS_CATEGORY_Construction Materials),0,1
MAX(previous_application.NAME_GOODS_CATEGORY_Consumer Electronics),1,1
MAX(previous_application.NAME_GOODS_CATEGORY_Direct Sales),0,1
MAX(previous_application.NAME_GOODS_CATEGORY_Education),0,1
MAX(previous_application.NAME_GOODS_CATEGORY_Fitness),0,1
MAX(previous_application.NAME_GOODS_CATEGORY_Furniture),0,1
MAX(previous_application.NAME_GOODS_CATEGORY_Gardening),0,1
MAX(previous_application.NAME_GOODS_CATEGORY_Homewares),0,1
MAX(previous_application.NAME_GOODS_CATEGORY_Insurance),0,1
MAX(previous_application.NAME_GOODS_CATEGORY_Jewelry),0,1
MAX(previous_application.NAME_GOODS_CATEGORY_Medical Supplies),0,1
MAX(previous_application.NAME_GOODS_CATEGORY_Medicine),0,1
MAX(previous_application.NAME_GOODS_CATEGORY_Mobile),0,1
MAX(previous_application.NAME_GOODS_CATEGORY_Office Appliances),0,1
MAX(previous_application.NAME_GOODS_CATEGORY_Other),0,1
MAX(previous_application.NAME_GOODS_CATEGORY_Photo / Cinema Equipment),1,1
MAX(previous_application.NAME_GOODS_CATEGORY_Sport and Leisure),1,1
MAX(previous_application.NAME_GOODS_CATEGORY_Tourism),0,1
MAX(previous_application.NAME_GOODS_CATEGORY_Vehicles),0,1
MAX(previous_application.NAME_GOODS_CATEGORY_Weapon),0,1
MAX(previous_application.NAME_GOODS_CATEGORY_nan),0,1
MAX(previous_application.NAME_PORTFOLIO_Cards),0,1
MAX(previous_application.NAME_PORTFOLIO_Cars),0,1
MAX(previous_application.NAME_PORTFOLIO_Cash),0,1
MAX(previous_application.NAME_PORTFOLIO_POS),0,1
MAX(previous_application.NAME_PORTFOLIO_nan),0,1
MAX(previous_application.NAME_PRODUCT_TYPE_walk-in),0,1
MAX(previous_application.NAME_PRODUCT_TYPE_x-sell),0,1
MAX(previous_application.NAME_PRODUCT_TYPE_nan),0,1
MAX(previous_application.CHANNEL_TYPE_AP+ (Cash loan)),0,1
MAX(previous_application.CHANNEL_TYPE_Car dealer),0,1
MAX(previous_application.CHANNEL_TYPE_Channel of corporate sales),1,1
MAX(previous_application.CHANNEL_TYPE_Contact center),0,1
MAX(previous_application.CHANNEL_TYPE_Country-wide),0,1
MAX(previous_application.CHANNEL_TYPE_Credit and cash offices),0,1
MAX(previous_application.CHANNEL_TYPE_Regional / Local),0,1
MAX(previous_application.CHANNEL_TYPE_Stone),0,1
MAX(previous_application.NAME_SELLER_INDUSTRY_Auto technology),0,1
MAX(previous_application.NAME_SELLER_INDUSTRY_Clothing),0,1
MAX(previous_application.NAME_SELLER_INDUSTRY_Connectivity),0,1
MAX(previous_application.NAME_SELLER_INDUSTRY_Construction),0,1
MAX(previous_application.NAME_SELLER_INDUSTRY_Consumer electronics),0,1
MAX(previous_application.NAME_SELLER_INDUSTRY_Furniture),0,1
MAX(previous_application.NAME_SELLER_INDUSTRY_Industry),0,1
MAX(previous_application.NAME_SELLER_INDUSTRY_Jewelry),0,1
MAX(previous_application.NAME_SELLER_INDUSTRY_MLM partners),0,1
MAX(previous_application.NAME_SELLER_INDUSTRY_Tourism),0,1
MAX(previous_application.NAME_SELLER_INDUSTRY_nan),0,1
MAX(previous_application.NAME_YIELD_GROUP_high),1,1
MAX(previous_application.NAME_YIELD_GROUP_low_action),3,1
MAX(previous_application.NAME_YIELD_GROUP_low_normal),0,1
MAX(previous_application.NAME_YIELD_GROUP_middle),0,1
MAX(previous_application.NAME_YIELD_GROUP_nan),0,1
MAX(previous_application.PRODUCT_COMBINATION_Card Street),0,1
MAX(previous_application.PRODUCT_COMBINATION_Card X-Sell),0,1
MAX(previous_application.PRODUCT_COMBINATION_Cash),0,1
MAX(previous_application.PRODUCT_COMBINATION_Cash Street: high),0,1
MAX(previous_application.PRODUCT_COMBINATION_Cash Street: low),0,1
MAX(previous_application.PRODUCT_COMBINATION_Cash Street: middle),0,1
MAX(previous_application.PRODUCT_COMBINATION_Cash X-Sell: high),0,1
MAX(previous_application.PRODUCT_COMBINATION_Cash X-Sell: low),0,1
MAX(previous_application.PRODUCT_COMBINATION_Cash X-Sell: middle),0,1
MAX(previous_application.PRODUCT_COMBINATION_POS household with interest),0,1
MAX(previous_application.PRODUCT_COMBINATION_POS household without interest),1,1
MAX(previous_application.PRODUCT_COMBINATION_POS industry with interest),1,1
MAX(previous_application.PRODUCT_COMBINATION_POS industry without interest),1,1
MAX(previous_application.PRODUCT_COMBINATION_POS mobile with interest),0,1
MAX(previous_application.PRODUCT_COMBINATION_POS mobile without interest),0,1
MAX(previous_application.PRODUCT_COMBINATION_POS other with interest),0,1
MAX(previous_application.PRODUCT_COMBINATION_POS others without interest),0,1
MAX(previous_application.PRODUCT_COMBINATION_nan),0,1
MIN(previous_application.AMT_ANNUITY),80,1
MIN(previous_application.AMT_APPLICATION),46,1
MIN(previous_application.AMT_CREDIT),42,1
MIN(previous_application.AMT_DOWN_PAYMENT),38,1
MIN(previous_application.AMT_GOODS_PRICE),97,1
MIN(previous_application.HOUR_APPR_PROCESS_START),35,1
MIN(previous_application.NFLAG_LAST_APPL_IN_DAY),0,1
MIN(previous_application.RATE_DOWN_PAYMENT),47,1
MIN(previous_application.RATE_INTEREST_PRIMARY),0,1
MIN(previous_application.RATE_INTEREST_PRIVILEGED),0,1
MIN(previous_application.DAYS_DECISION),91,1
MIN(previous_application.SELLERPLACE_AREA),30,1
MIN(previous_application.CNT_PAYMENT),12,1
MIN(previous_application.DAYS_FIRST_DRAWING),65,1
MIN(previous_application.DAYS_FIRST_DUE),89,1
MIN(previous_application.DAYS_LAST_DUE_1ST_VERSION),66,1
MIN(previous_application.DAYS_LAST_DUE),64,1
MIN(previous_application.DAYS_TERMINATION),64,1
MIN(previous_application.NFLAG_INSURED_ON_APPROVAL),0,1
MIN(previous_application.NEW_AMT_APPLICATION_DIVIDE_AMT_CREDIT),149,1
MIN(previous_application.NEW_AMT_DOWN_PAYMENT_DIVIDE_AMT_CREDIT),23,1
MIN(previous_application.POS_MONTHS_BALANCE_SIZE),21,1
MIN(previous_application.CREDIT_MONTHS_BALANCE_SIZE),10,1
MIN(previous_application.NAME_CONTRACT_TYPE_Cash loans),1,1
MIN(previous_application.NAME_CONTRACT_TYPE_Consumer loans),1,1
MIN(previous_application.NAME_CONTRACT_TYPE_Revolving loans),0,1
MIN(previous_application.WEEKDAY_APPR_PROCESS_START_FRIDAY),8,1
MIN(previous_application.WEEKDAY_APPR_PROCESS_START_MONDAY),0,1
MIN(previous_application.WEEKDAY_APPR_PROCESS_START_SATURDAY),0,1
MIN(previous_application.WEEKDAY_APPR_PROCESS_START_SUNDAY),0,1
MIN(previous_application.WEEKDAY_APPR_PROCESS_START_THURSDAY),1,1
MIN(previous_application.WEEKDAY_APPR_PROCESS_START_TUESDAY),0,1
MIN(previous_application.WEEKDAY_APPR_PROCESS_START_WEDNESDAY),5,1
MIN(previous_application.FLAG_LAST_APPL_PER_CONTRACT_Y),0,1
MIN(previous_application.NAME_CASH_LOAN_PURPOSE_Building a house or an annex),0,1
MIN(previous_application.NAME_CASH_LOAN_PURPOSE_Business development),0,1
MIN(previous_application.NAME_CASH_LOAN_PURPOSE_Buying a garage),0,1
MIN(previous_application.NAME_CASH_LOAN_PURPOSE_Buying a holiday home / land),0,1
MIN(previous_application.NAME_CASH_LOAN_PURPOSE_Buying a home),0,1
MIN(previous_application.NAME_CASH_LOAN_PURPOSE_Buying a new car),0,1
MIN(previous_application.NAME_CASH_LOAN_PURPOSE_Buying a used car),0,1
MIN(previous_application.NAME_CASH_LOAN_PURPOSE_Car repairs),0,1
MIN(previous_application.NAME_CASH_LOAN_PURPOSE_Education),0,1
MIN(previous_application.NAME_CASH_LOAN_PURPOSE_Everyday expenses),0,1
MIN(previous_application.NAME_CASH_LOAN_PURPOSE_Furniture),0,1
MIN(previous_application.NAME_CASH_LOAN_PURPOSE_Gasification / water supply),0,1
MIN(previous_application.NAME_CASH_LOAN_PURPOSE_Journey),0,1
MIN(previous_application.NAME_CASH_LOAN_PURPOSE_Medicine),0,1
MIN(previous_application.NAME_CASH_LOAN_PURPOSE_Money for a third person),0,1
MIN(previous_application.NAME_CASH_LOAN_PURPOSE_Other),0,1
MIN(previous_application.NAME_CASH_LOAN_PURPOSE_Payments on other loans),0,1
MIN(previous_application.NAME_CASH_LOAN_PURPOSE_Purchase of electronic equipment),0,1
